3210070013;3210070; Munjul
3210070014;3210070; Sidamukti
3210080001;3210080; Kawunghilir
3210080002;3210080; Tajur
3210080003;3210080; Cigasong
3210080004;3210080; Simpeureum
3210080005;3210080; Tenjolayar
3210080006;3210080; Kutamanggu
3210080007;3210080; Cicenang
3210080008;3210080; Baribis
3210080009;3210080; Batujaya
3210080010;3210080; Karayunan
3210090001;3210090; Candrajaya
3210090002;3210090; Ciomas
3210090010;3210090; Padahanten
3210090011;3210090; Sukahaji
3210090012;3210090; Cikalong
3210090013;3210090; Babakan Manjeti
3210090014;3210090; Cikoneng
3210090015;3210090; Palabuan
3210090016;3210090; Cikeusik
3210090017;3210090; Salagedang
3210090018;3210090; Tanjungsari
3210090019;3210090; Jayi
3210090020;3210090; Nanggewer
3210091001;3210091; Pasirayu
3210091002;3210091; Garawastu
3210091003;3210091; Sangkanhurip
3210091004;3210091; Indrakila
3210091005;3210091; Sindang
3210091006;3210091; Gunung Kuning
3210091007;3210091; Bayureja
3210100001;3210100; Pajajar
3210100002;3210100; Teja
3210100003;3210100; Payung
3210100004;3210100; Sindangpano
3210100005;3210100; Babakankareo
3210100006;3210100; Sadomas
3210100007;3210100; Kumbung
3210100008;3210100; Rajagaluh Kidul
3210100009;3210100; Singawada
3210100010;3210100; Rajagaluh
3210100011;3210100; Rajagaluh Lor
3210100012;3210100; Cipinang
3210100013;3210100; Cisetu
3210110001;3210110; Bantar Agung
3210110002;3210110; Padaherang
3210110003;3210110; Lengkongwetan
3210110004;3210110; Lengkongkulon
3210110005;3210110; Jerukleueut
3210110006;3210110; Sindangwangi
3210110007;3210110; Buahkapas
3210110008;3210110; Ujungberung
3210110009;3210110; Leuwilaja
3210110010;3210110; Balagedog
3210120001;3210120; Parakan
3210120002;3210120; Lame
3210120003;3210120; Mindi
3210120004;3210120; Rajawangi
3210120005;3210120; Leuwikujang
3210120006;3210120; Nanggerang
3210120007;3210120; Patuanan
3210120008;3210120; Tanjungsari
3210120009;3210120; Karangasem
3210120010;3210120; Heuleut
3210120011;3210120; Ciparay
3210120012;3210120; Leuwimunding
3210120013;3210120; Mirat
3210120014;3210120; Parungjaya
3210130001;3210130; Weragati
3210130002;3210130; Trajaya
3210130003;3210130; Tarikolot
3210130004;3210130; Sindanghaji
3210130005;3210130; Enggalwangi
3210130006;3210130; Buniwangi
3210130007;3210130; Palasah
3210130008;3210130; Pasir
3210130009;3210130; Waringin
3210130010;3210130; Karamat
3210130011;3210130; Sindangwasa
3210130012;3210130; Cisambeng
3210130013;3210130; Majasuka
3210140001;3210140; Pinangraja
3210140002;3210140; Sukaraja Kulon
3210140003;3210140; Sukaraja Wetan
3210140004;3210140; Cibentar
3210140005;3210140; Leuwenggede
3210140006;3210140; Andir
3210140007;3210140; Cicadas
3210140008;3210140; Burujul Wetan
3210140009;3210140; Burujul Kulon
3210140010;3210140; Mekarsari
3210140011;3210140; Jatiwangi
3210140012;3210140; Surawangi
3210140013;3210140; Jatisura
3210140014;3210140; Sutawangi
3210140015;3210140; Ciborelang
3210140016;3210140; Loji
3210150011;3210150; Bojongcideres
3210150012;3210150; Dawuan
3210150013;3210150; Genteng
3210150014;3210150; Gandu
3210150015;3210150; Sinarjati
3210150016;3210150; Baturuyuk
3210150017;3210150; Mandapa
3210150018;3210150; Balida
3210150019;3210150; Pasirmalati
3210150020;3210150; Karanganyar
3210150021;3210150; Salawana
3210151001;3210151; Jatisawit
3210151002;3210151; Leuwikidang
3210151003;3210151; Girimukti
3210151004;3210151; Jatimulya
3210151005;3210151; Wanajaya
3210151006;3210151; Ranjiwetan
3210151007;3210151; Ranjikulon
3210151008;3210151; Gunungsari
3210151009;3210151; Kasokandel
3210151010;3210151; Gandasari
3210160001;3210160; Cijurey
3210160002;3210160; Pasirmuncang
3210160003;3210160; Jatipamor
3210160004;3210160; Bantrangsana
3210160005;3210160; Jatiserang
3210160006;3210160; Bonang
3210160007;3210160; Leuwiseeng
3210160008;3210160; Karyamukti
3210160009;3210160; Panyingkiran
3210170001;3210170; Liangjulang
3210170002;3210170; Heuleut
3210170003;3210170; Cipaku
3210170004;3210170; Kadipaten
3210170005;3210170; Babakan Anyar
3210170006;3210170; Karangsambung
3210170007;3210170; Pagandon
3210180001;3210180; Mekarjaya
3210180002;3210180; Palasah
3210180003;3210180; Pakubeureum
3210180004;3210180; Sukawana
3210180005;3210180; Kertawinangun
3210180006;3210180; Babakan
3210180007;3210180; Kertajati
3210180008;3210180; Kertasari
3210180009;3210180; Mekarmulya
3210180010;3210180; Sukamulya
3210180011;3210180; Bantarjati
3210180012;3210180; Pasiripis
3210180013;3210180; Sukakerta
3210180014;3210180; Sahbandar
3210190001;3210190; Biyawak
3210190002;3210190; Pasindangan
3210190003;3210190; Panongan
3210190004;3210190; Panyingkiran
3210190005;3210190; Randegan Kulon
3210190006;3210190; Randegan Wetan
3210190007;3210190; Putridalem
3210190008;3210190; Jatitengah
3210190009;3210190; Jatitujuh
3210190010;3210190; Babajurang
3210190011;3210190; Pilangsari
3210190012;3210190; Jatiraga
3210190013;3210190; Sumber Kulon
3210190014;3210190; Sumber Wetan
3210190015;3210190; Pangkalanpari
3210200001;3210200; Cibogor
3210200002;3210200; Kertasari
3210200003;3210200; Gandawesi
3210200004;3210200; Beusi
3210200005;3210200; Tegalaren
3210200006;3210200; Buntu
3210200007;3210200; Beber
3210200008;3210200; Wanasalam
3210200009;3210200; Ligung Lor
3210200010;3210200; Ligung
3210200011;3210200; Majasari
3210200012;3210200; Sukawera
3210200013;3210200; Bantarwaru
3210200014;3210200; Ampel
3210200015;3210200; Leuweunghapit
3210200016;3210200; Kodasari
3210200017;3210200; Kedungkancana
3210200018;3210200; Leuwiliang Baru
3210200019;3210200; Kedungsari
3210210001;3210210; Sumberjaya
3210210002;3210210; Garawangi
3210210003;3210210; Banjaran
3210210004;3210210; Sepat
3210210005;3210210; Paningkiran
3210210006;3210210; Parapatan
3210210007;3210210; Panjalin Kidul
3210210008;3210210; Rancaputat
3210210009;3210210; Bongas Wetan
3210210010;3210210; Bongas Kulon
3210210011;3210210; Panjalin Lor
3210210012;3210210; Cidenok
3210210013;3210210; Loji Kobong
3210210014;3210210; Gelokmulya
